AS_OF_DATE,SKU,TTL_INV_DC,SRP,CHANGED_SRP,WEEKLY_SALES,TTL_INV_LOC,TTL_INT_LOC,DESCR,PARENT_MODEL,PHONE_MODEL,OEM
10/15/2022,4284R,2998,45,45,77,4028,6,CAS BGL BLSHNAVFL IPH14PL MUL,IPH14PL,HAGRD,BGL
10/22/2022,4284R,2949,45,45,51,3971,12,CAS BGL BLSHNAVFL IPH14PL MUL,IPH14PL,HAGRD,BGL
10/29/2022,4284R,2928,45,45,70,3942,0,CAS BGL BLSHNAVFL IPH14PL MUL,IPH14PL,HAGRD,BGL
1/28/2023,4757R,6020,40,40,0,0,0,CAS BGL CQXRGDSIL SMGS23U BLK,SMGS23U,SMGDM3,BGL
2/4/2023,4757R,2761,40,40,2,1631,885,CAS BGL CQXRGDSIL SMGS23U BLK,SMGS23U,SMGDM3,BGL
2/11/2023,4757R,2673,40,40,57,3180,26,CAS BGL CQXRGDSIL SMGS23U BLK,SMGS23U,SMGDM3,BGL
2/18/2023,4757R,2394,40,40,471,2927,100,CAS BGL CQXRGDSIL SMGS23U BLK,SMGS23U,SMGDM3,BGL
2/25/2023,4757R,1448,40,40,676,2884,193,CAS BGL CQXRGDSIL SMGS23U BLK,SMGS23U,SMGDM3,BGL
3/4/2023,4757R,718,40,40,535,2862,174,CAS BGL CQXRGDSIL SMGS23U BLK,SMGS23U,SMGDM3,BGL
3/11/2023,4757R,207,40,40,466,3040,98,CAS BGL CQXRGDSIL SMGS23U BLK,SMGS23U,SMGDM3,BGL
3/18/2023,4757R,4493,40,40,422,2987,78,CAS BGL CQXRGDSIL SMGS23U BLK,SMGS23U,SMGDM3,BGL
3/25/2023,4757R,3765,40,40,315,3417,153,CAS BGL CQXRGDSIL SMGS23U BLK,SMGS23U,SMGDM3,BGL
4/1/2023,4757R,3041,40,40,350,3767,136,CAS BGL CQXRGDSIL SMGS23U BLK,SMGS23U,SMGDM3,BGL
4/8/2023,4757R,2363,40,40,324,3933,184,CAS BGL CQXRGDSIL SMGS23U BLK,SMGS23U,SMGDM3,BGL
5/6/2023,4757R,1787,40,40,325,4307,104,CAS BGL CQXRGDSIL SMGS23U BLK,SMGS23U,SMGDM3,BGL
5/13/2023,4757R,2397,40,40,284,4431,100,CAS BGL CQXRGDSIL SMGS23U BLK,SMGS23U,SMGDM3,BGL
10/8/2022,4201R,814,50,50,91,2192,16,CAS BGL CQXHNECMB IPH14PM BLU,IPH14PM,DMBLDOR,BGL
10/15/2022,4201R,695,50,50,127,2149,48,CAS BGL CQXHNECMB IPH14PM BLU,IPH14PM,DMBLDOR,BGL
10/22/2022,4201R,564,50,50,153,2085,26,CAS BGL CQXHNECMB IPH14PM BLU,IPH14PM,DMBLDOR,BGL
10/29/2022,4201R,435,50,50,165,2022,39,CAS BGL CQXHNECMB IPH14PM BLU,IPH14PM,DMBLDOR,BGL
11/5/2022,4201R,317,50,50,119,1982,41,CAS BGL CQXHNECMB IPH14PM BLU,IPH14PM,DMBLDOR,BGL
11/12/2022,4201R,192,50,50,124,1955,35,CAS BGL CQXHNECMB IPH14PM BLU,IPH14PM,DMBLDOR,BGL
10/8/2022,4198R,3109,45,45,881,13097,121,CAS CSM TWINKLEMG IPH14PM MUL,IPH14PM,DMBLDOR,CSM
10/15/2022,4198R,10087,45,45,1188,13203,354,CAS CSM TWINKLEMG IPH14PM MUL,IPH14PM,DMBLDOR,CSM
10/22/2022,4198R,10491,45,45,1256,13172,320,CAS CSM TWINKLEMG IPH14PM MUL,IPH14PM,DMBLDOR,CSM
10/29/2022,4198R,8826,45,45,1456,13111,320,CAS CSM TWINKLEMG IPH14PM MUL,IPH14PM,DMBLDOR,CSM
11/5/2022,4198R,9232,45,45,1234,13375,340,CAS CSM TWINKLEMG IPH14PM MUL,IPH14PM,DMBLDOR,CSM
11/12/2022,4198R,7732,45,45,946,13703,264,CAS CSM TWINKLEMG IPH14PM MUL,IPH14PM,DMBLDOR,CSM
11/19/2022,4198R,6793,45,45,594,13936,166,CAS CSM TWINKLEMG IPH14PM MUL,IPH14PM,DMBLDOR,CSM
12/3/2022,4198R,6306,45,45,382,14938,96,CAS CSM TWINKLEMG IPH14PM MUL,IPH14PM,DMBLDOR,CSM
12/10/2022,4198R,6063,45,45,481,14586,15,CAS CSM TWINKLEMG IPH14PM MUL,IPH14PM,DMBLDOR,CSM
12/17/2022,4198R,5928,45,45,612,14007,26,CAS CSM TWINKLEMG IPH14PM MUL,IPH14PM,DMBLDOR,CSM
12/24/2022,4198R,5446,45,45,1083,13209,44,CAS CSM TWINKLEMG IPH14PM MUL,IPH14PM,DMBLDOR,CSM
12/31/2022,4198R,4692,45,45,1221,12417,205,CAS CSM TWINKLEMG IPH14PM MUL,IPH14PM,DMBLDOR,CSM
1/7/2023,4198R,3856,45,45,619,11947,205,CAS CSM TWINKLEMG IPH14PM MUL,IPH14PM,DMBLDOR,CSM
10/8/2022,4285R,54024,50,50,7,95,0,SCP BDG PURE3AM 14PL13M CLR,14PL13M,HAGRD,BDG
10/15/2022,4285R,53994,50,50,5,121,4,SCP BDG PURE3AM 14PL13M CLR,14PL13M,HAGRD,BDG
10/22/2022,4285R,99090,50,50,6,126,0,SCP BDG PURE3AM 14PL13M CLR,14PL13M,HAGRD,BDG
10/29/2022,4285R,114210,50,50,12,127,0,SCP BDG PURE3AM 14PL13M CLR,14PL13M,HAGRD,BDG
1/28/2023,4723R,24320,55,55,0,0,0,SCP ZAG GLASELITE SMGS23P CLR,SMGS23P,SMGDM2,ZAG
2/4/2023,4723R,11978,55,55,36,6276,3413,SCP ZAG GLASELITE SMGS23P CLR,SMGS23P,SMGDM2,ZAG
2/11/2023,4723R,11018,55,55,460,11414,238,SCP ZAG GLASELITE SMGS23P CLR,SMGS23P,SMGDM2,ZAG
2/18/2023,4723R,8976,55,55,3272,9128,484,SCP ZAG GLASELITE SMGS23P CLR,SMGS23P,SMGDM2,ZAG
2/25/2023,4723R,3127,55,55,3404,9982,868,SCP ZAG GLASELITE SMGS23P CLR,SMGS23P,SMGDM2,ZAG
3/4/2023,4723R,3300,55,55,3093,9218,829,SCP ZAG GLASELITE SMGS23P CLR,SMGS23P,SMGDM2,ZAG
3/11/2023,4723R,3397,55,55,2160,9289,784,SCP ZAG GLASELITE SMGS23P CLR,SMGS23P,SMGDM2,ZAG
3/18/2023,4723R,4527,55,55,1908,9461,688,SCP ZAG GLASELITE SMGS23P CLR,SMGS23P,SMGDM2,ZAG
3/25/2023,4723R,2412,55,55,1719,9676,418,SCP ZAG GLASELITE SMGS23P CLR,SMGS23P,SMGDM2,ZAG
4/1/2023,4723R,810,55,55,1629,9250,400,SCP ZAG GLASELITE SMGS23P CLR,SMGS23P,SMGDM2,ZAG
4/8/2023,4723R,2152,55,55,1521,8423,735,SCP ZAG GLASELITE SMGS23P CLR,SMGS23P,SMGDM2,ZAG
5/6/2023,4723R,22250,55,55,1468,9270,476,SCP ZAG GLASELITE SMGS23P CLR,SMGS23P,SMGDM2,ZAG
5/13/2023,4723R,16611,55,55,1516,11289,2179,SCP ZAG GLASELITE SMGS23P CLR,SMGS23P,SMGDM2,ZAG
10/8/2022,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK, ,MGWIK,VAR
10/15/2022,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK, ,MGWIK,VAR
10/22/2022,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK, ,MGWIK,VAR
10/29/2022,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK, ,MGWIK,VAR
11/5/2022,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK, ,MGWIK,VAR
11/12/2022,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK, ,MGWIK,VAR
11/19/2022,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK, ,MGWIK,VAR
12/3/2022,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK, ,MGWIK,VAR
12/10/2022,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK, ,MGWIK,VAR
12/17/2022,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK, ,MGWIK,VAR
12/24/2022,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK, ,MGWIK,VAR
12/31/2022,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK,UNASSIGNED,MGWIK,VAR
1/7/2023,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK,UNASSIGNED,MGWIK,VAR
1/21/2023,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK,UNASSIGNED,MGWIK,VAR
1/28/2023,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK,UNASSIGNED,MGWIK,VAR
2/4/2023,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK,UNASSIGNED,MGWIK,VAR
2/11/2023,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK,UNASSIGNED,MGWIK,VAR
2/18/2023,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK,UNASSIGNED,MGWIK,VAR
2/25/2023,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK,UNASSIGNED,MGWIK,VAR
3/4/2023,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK,UNASSIGNED,MGWIK,VAR
3/11/2023,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK,UNASSIGNED,MGWIK,VAR
3/18/2023,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK,UNASSIGNED,MGWIK,VAR
3/25/2023,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK,UNASSIGNED,MGWIK,VAR
4/1/2023,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK,UNASSIGNED,MGWIK,VAR
4/8/2023,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK,UNASSIGNED,MGWIK,VAR
5/6/2023,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK,UNASSIGNED,MGWIK,VAR
5/13/2023,4456R,0,25,25,0,0,0,APP VAR MG WIRE K MGWIK BLK,UNASSIGNED,MGWIK,VAR
3/25/2023,4584L,0,29,29,231,7012,0,CAB SCO 10FTUSBA LIGHTNG BLK,CAB_8PIN,LIGHTNG,SCO
10/8/2022,4546R,0,199,199,1,0,0,MIS APL AC IPHONE 14 PRO M, ,14 PRO MX,APL
10/15/2022,4546R,0,199,199,0,0,0,MIS APL AC IPHONE 14 PRO M, ,14 PRO MX,APL
10/22/2022,4546R,0,199,199,0,0,0,MIS APL AC IPHONE 14 PRO M, ,14 PRO MX,APL
10/29/2022,4546R,0,199,199,0,0,0,MIS APL AC IPHONE 14 PRO M, ,14 PRO MX,APL
11/5/2022,4546R,0,199,199,0,0,0,MIS APL AC IPHONE 14 PRO M, ,14 PRO MX,APL
11/12/2022,4546R,0,199,199,0,0,0,MIS APL AC IPHONE 14 PRO M, ,14 PRO MX,APL
11/19/2022,4546R,0,199,199,0,0,0,MIS APL AC IPHONE 14 PRO M, ,14 PRO MX,APL
12/3/2022,4546R,0,199,199,0,0,0,MIS APL AC IPHONE 14 PRO M, ,14 PRO MX,APL
12/10/2022,4546R,0,199,199,0,0,0,MIS APL AC IPHONE 14 PRO M, ,14 PRO MX,APL
12/17/2022,4546R,0,199,199,0,0,0,MIS APL AC IPHONE 14 PRO M, ,14 PRO MX,APL
12/24/2022,4546R,0,199,199,0,0,0,MIS APL AC IPHONE 14 PRO M, ,14 PRO MX,APL
12/31/2022,4546R,0,199,199,0,0,0,MIS APL AC IPHONE 14 PRO M,UNASSIGNED,14 PRO MX,APL
1/7/2023,4546R,0,199,199,0,0,0,MIS APL AC IPHONE 14 PRO M,UNASSIGNED,14 PRO MX,APL
1/21/2023,4546R,0,199,199,0,0,0,MIS APL AC IPHONE 14 PRO M,UNASSIGNED,14 PRO MX,APL
1/28/2023,4546R,0,199,199,0,0,0,MIS APL AC IPHONE 14 PRO M,UNASSIGNED,14 PRO MX,APL
2/4/2023,4546R,0,199,199,0,0,0,MIS APL AC IPHONE 14 PRO M,UNASSIGNED,14 PRO MX,APL
12/24/2022,4780R,0,89.99,89.99,0,0,0,APP GTB HRNDC14S2 NONE BLK, ,NONE,GTB
12/31/2022,4780R,0,89.99,89.99,0,0,0,APP GTB HRNDC14S2 NONE BLK,UNASSIGNED,NONE,GTB
1/7/2023,4780R,0,89.99,89.99,0,0,0,APP GTB HRNDC14S2 NONE BLK,UNASSIGNED,NONE,GTB
1/21/2023,4780R,0,89.99,89.99,0,0,0,APP GTB HRNDC14S2 NONE BLK,UNASSIGNED,NONE,GTB
1/28/2023,4780R,0,89.99,89.99,0,0,0,APP GTB HRNDC14S2 NONE BLK,UNASSIGNED,NONE,GTB
2/4/2023,4780R,0,89.99,89.99,0,0,0,APP GTB HRNDC14S2 NONE BLK,UNASSIGNED,NONE,GTB
2/11/2023,4780R,0,89.99,89.99,0,0,0,APP GTB HRNDC14S2 NONE BLK,UNASSIGNED,NONE,GTB
2/18/2023,4780R,0,89.99,89.99,0,0,0,APP GTB HRNDC14S2 NONE BLK,UNASSIGNED,NONE,GTB
2/25/2023,4780R,0,89.99,89.99,0,0,0,APP GTB HRNDC14S2 NONE BLK,UNASSIGNED,NONE,GTB
3/4/2023,4780R,0,89.99,89.99,0,0,0,APP GTB HRNDC14S2 NONE BLK,UNASSIGNED,NONE,GTB
3/11/2023,4780R,0,89.99,89.99,0,0,0,APP GTB HRNDC14S2 NONE BLK,UNASSIGNED,NONE,GTB
3/18/2023,4780R,0,89.99,89.99,0,0,0,APP GTB HRNDC14S2 NONE BLK,UNASSIGNED,NONE,GTB
3/25/2023,4780R,0,89.99,89.99,0,0,0,APP GTB HRNDC14S2 NONE BLK,UNASSIGNED,NONE,GTB
4/1/2023,4780R,0,89.99,89.99,0,0,0,APP GTB HRNDC14S2 NONE BLK,UNASSIGNED,NONE,GTB
4/8/2023,4780R,0,89.99,89.99,0,0,0,APP GTB HRNDC14S2 NONE BLK,UNASSIGNED,NONE,GTB
5/6/2023,4780R,0,89.99,89.99,0,0,0,APP GTB HRNDC14S2 NONE BLK,UNASSIGNED,NONE,GTB
5/13/2023,4780R,0,89.99,89.99,0,0,0,APP GTB HRNDC14S2 NONE BLK,UNASSIGNED,NONE,GTB
10/8/2022,4518P,857,49.95,49.95,148,5369,58,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
10/15/2022,4518P,915,49.95,49.95,162,5361,38,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
10/22/2022,4518P,1266,49.95,49.95,174,5279,39,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
10/29/2022,4518P,1259,49.95,49.95,183,5186,28,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
11/5/2022,4518P,656,49.95,49.95,172,5512,35,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
11/12/2022,4518P,630,49.95,49.95,179,5415,39,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
11/19/2022,4518P,1934,49.95,49.95,178,6012,50,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
12/3/2022,4518P,1683,49.95,49.95,170,5842,58,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
12/10/2022,4518P,1534,49.95,49.95,166,5746,40,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
12/17/2022,4518P,1374,49.95,49.95,210,5649,39,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
12/24/2022,4518P,1152,49.95,49.95,358,5408,73,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
12/31/2022,4518P,980,49.95,49.95,175,5350,46,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
1/7/2023,4518P,869,49.95,49.95,110,5279,6,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
1/21/2023,4518P,24,49.95,49.95,127,5703,92,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
1/28/2023,4518P,-1,49.95,49.95,107,5661,5,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
2/4/2023,4518P,1,49.95,49.95,114,5622,473,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
2/11/2023,4518P,62,49.95,49.95,120,6080,166,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
2/18/2023,4518P,-1,49.95,49.95,126,6188,14,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
2/25/2023,4518P,-4,49.95,49.95,101,5943,5,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
3/4/2023,4518P,-2,49.95,49.95,94,5710,0,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
3/11/2023,4518P,324,49.95,49.95,137,5567,37,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
3/18/2023,4518P,113,49.95,49.95,150,6207,98,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
3/25/2023,4518P,2,49.95,49.95,150,6216,12,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
4/1/2023,4518P,4,49.95,49.95,163,5999,2,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
4/8/2023,4518P,1076,49.95,49.95,155,5912,103,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
5/6/2023,4518P,3228,49.95,49.95,176,6245,52,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
5/13/2023,4518P,2994,49.95,49.95,212,6209,48,SPK HAR GO3 BT UNIV BLK,HARMAN,BT UNIV,HAR
10/8/2022,4328Q,0,30,30,0,4,0,CAS NVU ROAMSILCN AIRPDPRO BLK,AIRPDPR,AIRPDPRO,NVU
10/8/2022,4582R,0,49,49,0,0,0,CAS APL SILCNEMAG IPH14PL PNK,IPH14PL,IPH14PL,APL
10/15/2022,4582R,0,49,49,0,0,0,CAS APL SILCNEMAG IPH14PL PNK,IPH14PL,IPH14PL,APL
10/22/2022,4582R,0,49,49,0,0,0,CAS APL SILCNEMAG IPH14PL PNK,IPH14PL,IPH14PL,APL
10/29/2022,4582R,0,49,49,0,0,0,CAS APL SILCNEMAG IPH14PL PNK,IPH14PL,IPH14PL,APL
11/5/2022,4582R,100,49,49,0,0,0,CAS APL SILCNEMAG IPH14PL PNK,IPH14PL,IPH14PL,APL
11/12/2022,4582R,100,49,49,0,0,0,CAS APL SILCNEMAG IPH14PL PNK,IPH14PL,IPH14PL,APL
11/19/2022,4582R,100,49,49,0,0,0,CAS APL SILCNEMAG IPH14PL PNK,IPH14PL,IPH14PL,APL
12/3/2022,4582R,100,49,49,0,0,0,CAS APL SILCNEMAG IPH14PL PNK,IPH14PL,IPH14PL,APL
12/10/2022,4582R,100,49,49,0,0,0,CAS APL SILCNEMAG IPH14PL PNK,IPH14PL,IPH14PL,APL
12/17/2022,4582R,100,49,49,0,0,0,CAS APL SILCNEMAG IPH14PL PNK,IPH14PL,IPH14PL,APL
12/24/2022,4582R,100,49,49,0,0,0,CAS APL SILCNEMAG IPH14PL PNK,IPH14PL,IPH14PL,APL
12/31/2022,4582R,100,49,49,0,0,0,CAS APL SILCNEMAG IPH14PL PNK,IPH14PL,IPH14PL,APL
1/7/2023,4582R,100,49,49,0,0,0,CAS APL SILCNEMAG IPH14PL PNK,IPH14PL,IPH14PL,APL
1/21/2023,4582R,100,49,49,0,1,0,CAS APL SILCNEMAG IPH14PL PNK,IPH14PL,IPH14PL,APL
1/28/2023,4582R,100,49,49,0,1,0,CAS APL SILCNEMAG IPH14PL PNK,IPH14PL,IPH14PL,APL
2/4/2023,4582R,100,49,49,0,1,0,CAS APL SILCNEMAG IPH14PL PNK,IPH14PL,IPH14PL,APL
2/11/2023,4582R,100,49,49,0,1,0,CAS APL SILCNEMAG IPH14PL PNK,IPH14PL,IPH14PL,APL
2/18/2023,4582R,90,49,49,0,1,0,CAS APL SILCNEMAG IPH14PL PNK,IPH14PL,IPH14PL,APL
2/25/2023,4582R,90,49,49,1,1,0,CAS APL SILCNEMAG IPH14PL PNK,IPH14PL,IPH14PL,APL
3/4/2023,4582R,0,49,49,0,1,0,CAS APL SILCNEMAG IPH14PL PNK,IPH14PL,IPH14PL,APL
3/11/2023,4582R,0,49,49,0,1,0,CAS APL SILCNEMAG IPH14PL PNK,IPH14PL,IPH14PL,APL
3/18/2023,4582R,0,49,49,0,1,0,CAS APL SILCNEMAG IPH14PL PNK,IPH14PL,IPH14PL,APL
3/25/2023,4582R,0,49,49,0,1,0,CAS APL SILCNEMAG IPH14PL PNK,IPH14PL,IPH14PL,APL
4/1/2023,4582R,0,49,49,0,0,0,CAS APL SILCNEMAG IPH14PL PNK,IPH14PL,IPH14PL,APL
4/8/2023,4582R,0,49,49,0,0,0,CAS APL SILCNEMAG IPH14PL PNK,IPH14PL,IPH14PL,APL
10/8/2022,4947Q,1763,40,40,162,6636,44,SCP ZAG IVSGLASS MTGST22 CLR,MTGST22,MTGST22,ZAG
10/15/2022,4947Q,1671,40,40,171,6688,111,SCP ZAG IVSGLASS MTGST22 CLR,MTGST22,MTGST22,ZAG
10/22/2022,4947Q,1469,40,40,151,6781,55,SCP ZAG IVSGLASS MTGST22 CLR,MTGST22,MTGST22,ZAG
10/29/2022,4947Q,2165,40,40,140,6819,26,SCP ZAG IVSGLASS MTGST22 CLR,MTGST22,MTGST22,ZAG
11/5/2022,4947Q,1986,40,40,135,6847,45,SCP ZAG IVSGLASS MTGST22 CLR,MTGST22,MTGST22,ZAG
11/12/2022,4947Q,1671,40,40,144,6917,51,SCP ZAG IVSGLASS MTGST22 CLR,MTGST22,MTGST22,ZAG
11/19/2022,4947Q,1492,40,40,137,6950,49,SCP ZAG IVSGLASS MTGST22 CLR,MTGST22,MTGST22,ZAG
12/3/2022,4947Q,1142,40,40,139,6966,21,SCP ZAG IVSGLASS MTGST22 CLR,MTGST22,MTGST22,ZAG
12/10/2022,4947Q,904,40,40,137,6937,48,SCP ZAG IVSGLASS MTGST22 CLR,MTGST22,MTGST22,ZAG
12/17/2022,4947Q,806,40,40,148,6915,30,SCP ZAG IVSGLASS MTGST22 CLR,MTGST22,MTGST22,ZAG
12/24/2022,4947Q,702,40,40,140,6921,15,SCP ZAG IVSGLASS MTGST22 CLR,MTGST22,MTGST22,ZAG
12/31/2022,4947Q,1148,40,40,134,6903,40,SCP ZAG IVSGLASS MTGST22 CLR,MTGST22,MTGST22,ZAG
1/7/2023,4947Q,1007,40,40,74,6931,39,SCP ZAG IVSGLASS MTGST22 CLR,MTGST22,MTGST22,ZAG
1/21/2023,4947Q,732,40,40,101,6954,11,SCP ZAG IVSGLASS MTGST22 CLR,MTGST22,MTGST22,ZAG
10/8/2022,4944Q,1910,40,40,491,10125,270,SCP ZAG GLASSBIO GGLPX6A CLR,GGLPX6A,GGLPX6A,ZAG
10/15/2022,4944Q,1570,40,40,473,10052,64,SCP ZAG GLASSBIO GGLPX6A CLR,GGLPX6A,GGLPX6A,ZAG
10/22/2022,4944Q,3487,40,40,424,9898,60,SCP ZAG GLASSBIO GGLPX6A CLR,GGLPX6A,GGLPX6A,ZAG
10/29/2022,4944Q,6138,40,40,440,9972,88,SCP ZAG GLASSBIO GGLPX6A CLR,GGLPX6A,GGLPX6A,ZAG
11/5/2022,4944Q,6468,40,40,466,9782,68,SCP ZAG GLASSBIO GGLPX6A CLR,GGLPX6A,GGLPX6A,ZAG
11/12/2022,4944Q,5918,40,40,495,9674,85,SCP ZAG GLASSBIO GGLPX6A CLR,GGLPX6A,GGLPX6A,ZAG
11/19/2022,4944Q,5387,40,40,432,9603,96,SCP ZAG GLASSBIO GGLPX6A CLR,GGLPX6A,GGLPX6A,ZAG
12/3/2022,4944Q,4326,40,40,462,9362,106,SCP ZAG GLASSBIO GGLPX6A CLR,GGLPX6A,GGLPX6A,ZAG
12/10/2022,4944Q,3739,40,40,476,9281,83,SCP ZAG GLASSBIO GGLPX6A CLR,GGLPX6A,GGLPX6A,ZAG
12/17/2022,4944Q,3215,40,40,484,9138,129,SCP ZAG GLASSBIO GGLPX6A CLR,GGLPX6A,GGLPX6A,ZAG
12/24/2022,4944Q,2588,40,40,579,9017,129,SCP ZAG GLASSBIO GGLPX6A CLR,GGLPX6A,GGLPX6A,ZAG
12/31/2022,4944Q,4200,40,40,479,8906,85,SCP ZAG GLASSBIO GGLPX6A CLR,GGLPX6A,GGLPX6A,ZAG
1/7/2023,4944Q,3795,40,40,240,8963,140,SCP ZAG GLASSBIO GGLPX6A CLR,GGLPX6A,GGLPX6A,ZAG
1/21/2023,4944Q,2820,40,40,266,9065,48,SCP ZAG GLASSBIO GGLPX6A CLR,GGLPX6A,GGLPX6A,ZAG
1/28/2023,4944Q,2906,40,40,277,8999,44,SCP ZAG GLASSBIO GGLPX6A CLR,GGLPX6A,GGLPX6A,ZAG
2/4/2023,4944Q,2976,40,40,269,8886,106,SCP ZAG GLASSBIO GGLPX6A CLR,GGLPX6A,GGLPX6A,ZAG
2/11/2023,4944Q,3680,40,40,252,8972,45,SCP ZAG GLASSBIO GGLPX6A CLR,GGLPX6A,GGLPX6A,ZAG
10/8/2022,4980P,10,39.95,39.95,0,9,0,APP UAG UDOT40M APLWTCH GRY,APL_WATCH,APLWTCH,UAG
10/15/2022,4980P,10,39.95,39.95,0,9,0,APP UAG UDOT40M APLWTCH GRY,APL_WATCH,APLWTCH,UAG
10/22/2022,4980P,10,39.95,39.95,0,9,0,APP UAG UDOT40M APLWTCH GRY,APL_WATCH,APLWTCH,UAG
10/29/2022,4980P,10,39.95,39.95,0,7,0,APP UAG UDOT40M APLWTCH GRY,APL_WATCH,APLWTCH,UAG
11/5/2022,4980P,10,39.95,39.95,0,7,0,APP UAG UDOT40M APLWTCH GRY,APL_WATCH,APLWTCH,UAG
11/12/2022,4980P,10,39.95,39.95,0,7,0,APP UAG UDOT40M APLWTCH GRY,APL_WATCH,APLWTCH,UAG
11/19/2022,4980P,10,39.95,39.95,0,7,0,APP UAG UDOT40M APLWTCH GRY,APL_WATCH,APLWTCH,UAG
12/3/2022,4980P,10,39.95,39.95,0,7,0,APP UAG UDOT40M APLWTCH GRY,APL_WATCH,APLWTCH,UAG
12/10/2022,4980P,10,39.95,39.95,0,7,0,APP UAG UDOT40M APLWTCH GRY,APL_WATCH,APLWTCH,UAG
12/17/2022,4980P,8,39.95,39.95,0,7,0,APP UAG UDOT40M APLWTCH GRY,APL_WATCH,APLWTCH,UAG
12/24/2022,4980P,8,39.95,39.95,0,9,0,APP UAG UDOT40M APLWTCH GRY,APL_WATCH,APLWTCH,UAG
12/31/2022,4980P,8,39.95,39.95,0,9,0,APP UAG UDOT40M APLWTCH GRY,APL_WATCH,APLWTCH,UAG
1/7/2023,4980P,8,39.95,39.95,0,9,0,APP UAG UDOT40M APLWTCH GRY,APL_WATCH,APLWTCH,UAG
1/21/2023,4980P,8,39.95,39.95,0,9,0,APP UAG UDOT40M APLWTCH GRY,APL_WATCH,APLWTCH,UAG
1/28/2023,4980P,8,39.95,39.95,0,9,0,APP UAG UDOT40M APLWTCH GRY,APL_WATCH,APLWTCH,UAG
2/4/2023,4980P,8,39.95,39.95,0,9,0,APP UAG UDOT40M APLWTCH GRY,APL_WATCH,APLWTCH,UAG
